ZIPCODEN,ZIPCODEA,ZIPTYPE,RESZIPN,RESZIPA,RUCA30
2875,2875,1,2875,2875,2
2876,2876,2,2896,2896,1.1
2877,2877,1,2877,2877,2
2878,2878,1,2878,2878,1.1
2879,2879,1,2879,2879,1.1
2880,2880,2,2882,2882,1.1
2881,2881,1,2881,2881,1.1
2882,2882,1,2882,2882,1.1
2883,2883,2,2879,2879,1.1
2885,2885,1,2885,2885,1.1
2886,2886,1,2886,2886,1.1
2887,2887,2,2889,2889,1.1
2888,2888,1,2888,2888,1.1
2889,2889,1,2889,2889,1.1
2891,2891,1,2891,2891,1
2892,2892,1,2892,2892,2
2893,2893,1,2893,2893,1.1
2894,2894,1,2894,2894,2
2895,2895,1,2895,2895,1.1
2896,2896,1,2896,2896,1.1
2898,2898,1,2898,2898,2
2901,2901,2,2903,2903,1.1
2902,2902,2,2903,2903,1.1
2903,2903,1,2903,2903,1.1
2904,2904,1,2904,2904,1.1
2905,2905,1,2905,2905,1.1
2906,2906,1,2906,2906,1.1
2907,2907,1,2907,2907,1.1
2908,2908,1,2908,2908,1.1
2909,2909,1,2909,2909,1.1
2910,2910,1,2910,2910,1.1
2911,2911,1,2911,2911,1.1
2912,2912,1,2912,2912,1.1
2914,2914,1,2914,2914,1.1
2915,2915,1,2915,2915,1.1
2916,2916,1,2916,2916,1.1
2917,2917,1,2917,2917,1.1
2918,2918,1,2918,2918,1.1
2919,2919,1,2919,2919,1.1
2920,2920,1,2920,2920,1.1
2921,2921,1,2921,2921,1.1
2940,2940,2,2903,2903,1.1
3031,3031,1,3031,3031,1.1
3032,3032,1,3032,3032,2.1
3033,3033,1,3033,3033,2.1
3034,3034,1,3034,3034,3
3036,3036,1,3036,3036,2
3037,3037,1,3037,3037,3
3038,3038,1,3038,3038,1.1
3040,3040,2,3034,3034,3
3041,3041,2,3038,3038,1.1
3042,3042,1,3042,3042,2.1
3043,3043,1,3043,3043,10.1
3044,3044,1,3044,3044,2
3045,3045,1,3045,3045,1.1
3046,3046,1,3046,3046,3
3047,3047,1,3047,3047,2
3048,3048,1,3048,3048,2
3049,3049,1,3049,3049,2
3051,3051,1,3051,3051,1.1
3052,3052,1,3052,3052,1.1
3053,3053,1,3053,3053,1.1
3054,3054,1,3054,3054,1.1
3055,3055,1,3055,3055,1.1
3057,3057,1,3057,3057,2
3060,3060,1,3060,3060,1.1
3061,3061,2,3062,3062,1.1
3062,3062,1,3062,3062,1.1
3063,3063,1,3063,3063,1.1
3064,3064,1,3064,3064,1.1
3070,3070,1,3070,3070,3
3071,3071,1,3071,3071,10.1
3073,3073,2,3079,3079,1
3076,3076,1,3076,3076,1
3077,3077,1,3077,3077,1
3079,3079,1,3079,3079,1
3082,3082,1,3082,3082,2
3084,3084,1,3084,3084,10.1
3086,3086,1,3086,3086,1.1
3087,3087,1,3087,3087,1
3101,3101,1,3101,3101,1.1
3102,3102,1,3102,3102,1.1
3103,3103,1,3103,3103,1.1
3104,3104,1,3104,3104,1.1
3105,3105,2,3109,3109,1.1
3106,3106,1,3106,3106,1.1
3107,3107,2,3104,3104,1.1
3108,3108,2,3103,3103,1.1
3109,3109,1,3109,3109,1.1
3110,3110,1,3110,3110,1.1
3111,3111,2,3103,3103,1.1
3215,3215,2,3285,3285,10.1
3216,3216,1,3216,3216,10.2
3217,3217,1,3217,3217,6
3218,3218,1,3218,3218,5.1
3220,3220,1,3220,3220,5
3221,3221,1,3221,3221,10.2
3222,3222,1,3222,3222,10.3
3223,3223,1,3223,3223,10.3
3224,3224,1,3224,3224,5.1
3225,3225,1,3225,3225,5.1
3226,3226,1,3226,3226,6
3227,3227,1,3227,3227,10.3
3229,3229,1,3229,3229,5
3230,3230,1,3230,3230,10
3231,3231,2,3216,3216,10.2
3233,3233,2,3257,3257,10
3234,3234,1,3234,3234,5.1
3235,3235,1,3235,3235,7.2
3237,3237,1,3237,3237,6
3238,3238,2,3279,3279,10
3240,3240,1,3240,3240,10.2
3241,3241,1,3241,3241,10.2
3242,3242,1,3242,3242,10.2
3243,3243,1,3243,3243,10
3244,3244,1,3244,3244,7.2
3245,3245,1,3245,3245,6
3246,3246,1,3246,3246,4
3247,3247,2,3249,3249,4
3249,3249,1,3249,3249,4
3251,3251,1,3251,3251,10.1
3252,3252,2,3276,3276,7.2
3253,3253,1,3253,3253,5
3254,3254,1,3254,3254,10.1
3255,3255,1,3255,3255,10.2
3256,3256,1,3256,3256,6
3257,3257,1,3257,3257,10
3258,3258,1,3258,3258,5.1
3259,3259,1,3259,3259,10.3
3260,3260,2,3278,3278,5
3261,3261,1,3261,3261,6
3262,3262,1,3262,3262,10
3263,3263,1,3263,3263,6
3264,3264,1,3264,3264,7
3266,3266,1,3266,3266,10.3
3268,3268,1,3268,3268,10.2
3269,3269,1,3269,3269,5
3272,3272,2,3255,3255,10.2
3273,3273,2,3255,3255,10.2
3274,3274,2,3266,3266,10.3
3275,3275,1,3275,3275,1.1
3276,3276,1,3276,3276,7.2
3278,3278,1,3278,3278,5
3279,3279,1,3279,3279,10
3280,3280,1,3280,3280,10.3
3281,3281,1,3281,3281,3
3282,3282,1,3282,3282,5
3284,3284,1,3284,3284,10
3285,3285,1,3285,3285,10.1
3287,3287,1,3287,3287,10
3289,3289,2,3220,3220,5
3290,3290,1,3290,3290,3
3291,3291,1,3291,3291,3
3293,3293,2,3223,3223,10.3
3298,3298,2,3253,3253,5
3299,3299,2,3253,3253,5
3301,3301,1,3301,3301,4.1
3302,3302,2,3301,3301,4.1
3303,3303,1,3303,3303,4.1
3304,3304,1,3304,3304,5.1
3305,3305,2,3301,3301,4.1
3307,3307,1,3307,3307,5
3431,3431,1,3431,3431,4
3435,3435,2,3431,3431,4
3440,3440,1,3440,3440,10.3
3441,3441,1,3441,3441,5
3442,3442,1,3442,3442,10.1
3443,3443,1,3443,3443,5
3444,3444,1,3444,3444,5
3445,3445,1,3445,3445,5
3446,3446,1,3446,3446,5
3447,3447,1,3447,3447,6
3448,3448,1,3448,3448,5
3449,3449,1,3449,3449,8
3450,3450,1,3450,3450,5
3451,3451,1,3451,3451,8
3452,3452,1,3452,3452,7
3455,3455,1,3455,3455,5
3456,3456,1,3456,3456,5
3457,3457,1,3457,3457,5
3458,3458,1,3458,3458,7.1
3461,3461,1,3461,3461,10.1
3462,3462,1,3462,3462,5
3464,3464,1,3464,3464,5
3465,3465,1,3465,3465,5
3466,3466,1,3466,3466,5
3467,3467,1,3467,3467,5
3468,3468,2,3458,3458,7.1
3469,3469,2,3446,3446,5
3470,3470,1,3470,3470,5
3561,3561,1,3561,3561,7
3570,3570,1,3570,3570,4
3574,3574,1,3574,3574,10.3
3575,3575,2,3598,3598,8
3576,3576,1,3576,3576,10
3579,3579,1,3579,3579,5
3580,3580,1,3580,3580,10.3
3581,3581,1,3581,3581,4
3582,3582,1,3582,3582,10
3583,3583,1,3583,3583,6
3584,3584,1,3584,3584,10.3
3585,3585,1,3585,3585,10.3
3586,3586,1,3586,3586,10.3
3588,3588,1,3588,3588,5
3589,3589,2,3598,3598,8
3590,3590,1,3590,3590,10
3592,3592,1,3592,3592,10
3593,3593,1,3593,3593,6
3595,3595,2,3598,3598,8
3597,3597,2,3576,3576,10
3598,3598,1,3598,3598,8
3601,3601,2,3603,3603,7.2
3602,3602,1,3602,3602,5
3603,3603,1,3603,3603,7.2
3604,3604,2,3608,3608,7.2
3605,3605,1,3605,3605,10.3
3607,3607,1,3607,3607,8
3608,3608,1,3608,3608,7.2
3609,3609,1,3609,3609,7.2
3740,3740,1,3740,3740,10.3
3741,3741,1,3741,3741,5
3743,3743,1,3743,3743,7
3745,3745,1,3745,3745,10.2
3746,3746,2,3745,3745,10.2
3748,3748,1,3748,3748,5
3749,3749,2,3748,3748,5
3750,3750,1,3750,3750,5
3751,3751,2,3782,3782,10.3
3752,3752,1,3752,3752,10.3
3753,3753,1,3753,3753,10
3754,3754,2,3773,3773,7
3755,3755,1,3755,3755,4
3756,3756,2,3766,3766,4
3765,3765,1,3765,3765,10.2
3766,3766,1,3766,3766,4
3768,3768,1,3768,3768,10.2
3769,3769,2,3768,3768,10.2
3770,3770,1,3770,3770,10.2
3771,3771,1,3771,3771,10.3
3773,3773,1,3773,3773,7
3774,3774,1,3774,3774,10.2
3777,3777,1,3777,3777,5
3779,3779,1,3779,3779,5
3780,3780,1,3780,3780,10.2
3781,3781,1,3781,3781,10.2
3782,3782,1,3782,3782,10.3
3784,3784,1,3784,3784,4
3785,3785,1,3785,3785,10.2
3801,3801,1,3801,3801,1.1
3802,3802,2,3801,3801,1.1
3803,3803,2,3801,3801,1.1
3804,3804,2,3801,3801,1.1
3809,3809,1,3809,3809,6
3810,3810,1,3810,3810,6
3811,3811,1,3811,3811,1
3812,3812,1,3812,3812,10.3
3813,3813,1,3813,3813,7
3814,3814,1,3814,3814,10
3815,3815,2,3884,3884,2
3816,3816,1,3816,3816,10
3817,3817,1,3817,3817,10.3
3818,3818,1,3818,3818,7
3819,3819,1,3819,3819,1
3820,3820,1,3820,3820,1.1
3821,3821,2,3820,3820,1.1
3822,3822,2,3869,3869,1.1
3823,3823,1,3823,3823,2.1
3824,3824,1,3824,3824,1.1
3825,3825,1,3825,3825,3
3826,3826,1,3826,3826,1
3827,3827,1,3827,3827,1
3830,3830,1,3830,3830,2
3832,3832,2,3849,3849,10.3
3833,3833,1,3833,3833,1.1
3835,3835,1,3835,3835,2.1
3836,3836,1,3836,3836,10
3837,3837,1,3837,3837,6
3838,3838,1,3838,3838,10.3
3839,3839,1,3839,3839,1.1
3840,3840,1,3840,3840,1.1
3841,3841,1,3841,3841,1
3842,3842,1,3842,3842,1.1
3843,3843,2,3842,3842,1.1
3844,3844,1,3844,3844,1
3845,3845,1,3845,3845,10.3
3846,3846,1,3846,3846,10.3
3847,3847,2,3845,3845,10.3
3848,3848,1,3848,3848,1.1
3849,3849,1,3849,3849,10.3
3850,3850,2,3816,3816,10
3851,3851,1,3851,3851,1.1
3852,3852,1,3852,3852,1.1
3853,3853,1,3853,3853,10
3854,3854,1,3854,3854,1.1
3855,3855,1,3855,3855,2
3856,3856,1,3856,3856,1.1
3857,3857,1,3857,3857,1.1
3858,3858,1,3858,3858,1
3859,3859,2,3858,3858,1
3860,3860,1,3860,3860,7
3861,3861,1,3861,3861,2.1
3862,3862,1,3862,3862,1.1
3864,3864,1,3864,3864,10
3865,3865,1,3865,3865,1
3866,3866,2,3867,3867,1.1
3867,3867,1,3867,3867,1.1
3868,3868,1,3868,3868,1.1
3869,3869,1,3869,3869,1.1
3870,3870,1,3870,3870,1.1
3871,3871,1,3871,3871,1.1
3872,3872,1,3872,3872,2
3873,3873,1,3873,3873,1
3874,3874,1,3874,3874,1
3875,3875,1,3875,3875,10.3
3878,3878,1,3878,3878,1.1
3882,3882,1,3882,3882,10
3883,3883,1,3883,3883,10.3
3884,3884,1,3884,3884,2
3885,3885,1,3885,3885,1.1
3886,3886,1,3886,3886,10.3
3887,3887,1,3887,3887,2
3890,3890,1,3890,3890,10.3
3894,3894,1,3894,3894,10.2
3896,3896,2,3894,3894,10.2
3897,3897,2,3886,3886,10.3
3901,3901,1,3901,3901,1.1
3902,3902,1,3902,3902,2
3903,3903,1,3903,3903,1.1
3904,3904,1,3904,3904,1.1
3905,3905,1,3905,3905,1.1
3906,3906,1,3906,3906,3
3907,3907,1,3907,3907,10.1
3908,3908,1,3908,3908,1.1
3909,3909,1,3909,3909,1.1
3910,3910,2,3909,3909,1.1
3911,3911,2,3909,3909,1.1
4001,4001,1,4001,4001,6
4002,4002,1,4002,4002,2
4003,4003,1,4003,4003,5
4005,4005,1,4005,4005,1
4006,4006,1,4006,4006,1
4007,4007,2,4005,4005,1
4008,4008,1,4008,4008,5.1
4009,4009,1,4009,4009,10.1
4010,4010,1,4010,4010,3
4011,4011,1,4011,4011,4.1
4013,4013,1,4013,4013,1
4014,4014,2,4046,4046,2
4015,4015,1,4015,4015,2
4016,4016,2,4051,4051,10
4017,4017,1,4017,4017,1
4019,4019,1,4019,4019,2
4020,4020,1,4020,4020,10.1
4021,4021,1,4021,4021,1
4022,4022,1,4022,4022,3
4024,4024,1,4024,4024,2
4027,4027,1,4027,4027,2.1
4028,4028,2,4047,4047,10.1
4029,4029,1,4029,4029,2
4030,4030,1,4030,4030,2
4032,4032,1,4032,4032,1
4033,4033,2,4032,4032,1
4034,4034,2,4032,4032,1
4037,4037,1,4037,4037,10
4038,4038,1,4038,4038,2
4039,4039,1,4039,4039,2
4040,4040,1,4040,4040,10.1
4041,4041,1,4041,4041,2
4042,4042,1,4042,4042,2
4043,4043,1,4043,4043,7.1
4046,4046,1,4046,4046,2
4047,4047,1,4047,4047,10.1
4048,4048,1,4048,4048,2
4049,4049,1,4049,4049,2
4050,4050,1,4050,4050,2
4051,4051,1,4051,4051,10
4054,4054,2,4090,4090,10.1
4055,4055,1,4055,4055,2
4056,4056,2,4095,4095,6
4057,4057,2,4009,4009,10.1
4061,4061,1,4061,4061,2
4062,4062,1,4062,4062,1
4063,4063,2,4064,4064,1
4064,4064,1,4064,4064,1
4066,4066,1,4066,4066,5
4068,4068,1,4068,4068,2
4069,4069,1,4069,4069,2
4070,4070,2,4074,4074,1
4071,4071,1,4071,4071,2
4072,4072,1,4072,4072,1
4073,4073,1,4073,4073,4.1
4074,4074,1,4074,4074,1
4076,4076,1,4076,4076,6
4077,4077,2,4071,4071,2
4078,4078,2,4032,4032,1
4079,4079,1,4079,4079,5
4082,4082,2,4038,4038,2
4083,4083,1,4083,4083,4.1
4084,4084,1,4084,4084,2
4085,4085,1,4085,4085,2
4086,4086,1,4086,4086,4.1
4087,4087,1,4087,4087,2
4088,4088,1,4088,4088,10
4090,4090,1,4090,4090,10.1
4091,4091,1,4091,4091,2
4092,4092,1,4092,4092,1
4093,4093,1,4093,4093,2
4094,4094,2,4043,4043,7.1
4095,4095,1,4095,4095,6
4096,4096,1,4096,4096,1
4097,4097,1,4097,4097,2
4098,4098,2,4092,4092,1
4101,4101,1,4101,4101,1
4102,4102,1,4102,4102,1
4103,4103,1,4103,4103,1
4104,4104,2,4101,4101,1
4105,4105,1,4105,4105,1
4106,4106,1,4106,4106,1
4107,4107,1,4107,4107,1
4108,4108,1,4108,4108,2
4109,4109,1,4109,4109,2
4110,4110,1,4110,4110,1
4112,4112,2,4109,4109,2
4116,4116,2,4101,4101,1
4122,4122,2,4102,4102,1
4123,4123,2,4102,4102,1
4124,4124,2,4102,4102,1
4210,4210,1,4210,4210,1.1
4211,4211,2,4210,4210,1.1
4212,4212,2,4210,4210,1.1
4216,4216,1,4216,4216,10.3
4217,4217,1,4217,4217,10
4219,4219,1,4219,4219,10
4220,4220,1,4220,4220,2
4221,4221,1,4221,4221,10.3
4222,4222,1,4222,4222,2
4223,4223,2,4210,4210,1.1
4224,4224,1,4224,4224,10.3
4225,4225,2,4294,4294,10.2
4226,4226,1,4226,4226,10.3
4227,4227,2,4294,4294,10.2
4228,4228,2,4254,4254,7.1
4230,4230,2,4274,4274,2.1
4231,4231,1,4231,4231,10
4234,4234,2,4294,4294,10.2
4236,4236,1,4236,4236,2
4237,4237,1,4237,4237,10
4238,4238,1,4238,4238,2
4239,4239,1,4239,4239,10.1
4240,4240,1,4240,4240,1.1
4241,4241,2,4240,4240,1.1
4243,4243,2,4240,4240,1.1
4250,4250,1,4250,4250,1.1
4252,4252,1,4252,4252,1.1
4253,4253,1,4253,4253,2
4254,4254,1,4254,4254,7.1
4255,4255,1,4255,4255,10
4256,4256,1,4256,4256,2
4257,4257,1,4257,4257,7
4258,4258,1,4258,4258,2
4259,4259,1,4259,4259,2
4260,4260,1,4260,4260,2
4261,4261,1,4261,4261,10.3
4262,4262,2,4239,4239,10.1
4263,4263,1,4263,4263,2
4265,4265,1,4265,4265,2
4266,4266,2,4282,4282,2
4267,4267,2,4088,4088,10
4268,4268,1,4268,4268,7.1
4270,4270,1,4270,4270,3
4271,4271,2,4281,4281,7.1
4274,4274,1,4274,4274,2.1
4275,4275,1,4275,4275,7
4276,4276,1,4276,4276,7
4280,4280,1,4280,4280,1.1
4281,4281,1,4281,4281,7.1
4282,4282,1,4282,4282,2
4284,4284,1,4284,4284,6
4285,4285,1,4285,4285,10
4286,4286,2,4217,4217,10
4287,4287,1,4287,4287,5.1
4288,4288,2,4274,4274,2.1
4289,4289,1,4289,4289,9
4290,4290,1,4290,4290,2
4291,4291,2,4274,4274,2.1
4292,4292,1,4292,4292,2
4294,4294,1,4294,4294,10.2
4330,4330,1,4330,4330,4
4332,4332,2,4330,4330,4
4333,4333,2,4330,4330,4
4336,4336,2,4330,4330,4
4338,4338,2,4330,4330,4
4341,4341,1,4341,4341,5
4342,4342,1,4342,4342,5
4343,4343,2,4364,4364,5
4344,4344,1,4344,4344,4
4345,4345,1,4345,4345,4
4346,4346,1,4346,4346,5
4347,4347,1,4347,4347,4
4348,4348,1,4348,4348,5
4349,4349,1,4349,4349,6
4350,4350,1,4350,4350,3
4351,4351,1,4351,4351,5
4352,4352,1,4352,4352,5
4353,4353,1,4353,4353,5
4354,4354,1,4354,4354,6
4355,4355,1,4355,4355,5
4357,4357,1,4357,4357,5
4358,4358,1,4358,4358,5
4359,4359,2,4345,4345,4
4360,4360,1,4360,4360,5
4363,4363,1,4363,4363,5
4364,4364,1,4364,4364,5
4401,4401,1,4401,4401,1
4402,4402,2,4401,4401,1
4406,4406,1,4406,4406,10
4408,4408,1,4408,4408,2
4410,4410,1,4410,4410,2
4411,4411,1,4411,4411,1
4412,4412,1,4412,4412,1
4413,4413,1,4413,4413,10.3
4414,4414,1,4414,4414,2
4415,4415,2,4414,4414,2
4416,4416,1,4416,4416,2
4417,4417,1,4417,4417,10
4418,4418,1,4418,4418,2
4419,4419,1,4419,4419,2
4420,4420,2,4421,4421,10.1
4421,4421,1,4421,4421,10.1
4422,4422,1,4422,4422,2
4424,4424,1,4424,4424,10.3
4426,4426,1,4426,4426,10.1
4427,4427,1,4427,4427,2
4428,4428,1,4428,4428,2
4429,4429,1,4429,4429,2
4430,4430,1,4430,4430,10.3
4431,4431,2,4472,4472,2
4434,4434,1,4434,4434,2
4435,4435,1,4435,4435,2
4438,4438,1,4438,4438,2
4441,4441,1,4441,4441,10
4442,4442,1,4442,4442,10
4443,4443,1,4443,4443,10.1
4444,4444,1,4444,4444,1
4448,4448,1,4448,4448,2
4449,4449,1,4449,4449,2
4450,4450,1,4450,4450,2
4451,4451,1,4451,4451,10
4453,4453,1,4453,4453,2
4454,4454,1,4454,4454,10.3
4455,4455,1,4455,4455,10
4456,4456,1,4456,4456,2
4457,4457,1,4457,4457,10.1
4459,4459,1,4459,4459,10
4460,4460,1,4460,4460,10
4461,4461,1,4461,4461,1
4462,4462,1,4462,4462,7
4463,4463,1,4463,4463,10.1
4464,4464,1,4464,4464,10
4468,4468,1,4468,4468,1
4469,4469,1,4469,4469,1
4471,4471,1,4471,4471,8
4472,4472,1,4472,4472,2
4473,4473,1,4473,4473,1
4474,4474,1,4474,4474,2
4475,4475,1,4475,4475,2
4476,4476,1,4476,4476,10.1
4478,4478,1,4478,4478,10
4479,4479,1,4479,4479,10.1
4481,4481,1,4481,4481,10.1
4485,4485,2,4441,4441,10
4487,4487,1,4487,4487,10
4488,4488,1,4488,4488,2
4489,4489,2,4468,4468,1
4490,4490,1,4490,4490,10.3
4491,4491,1,4491,4491,10.3
4492,4492,1,4492,4492,10.3
4493,4493,1,4493,4493,2
4495,4495,1,4495,4495,10
4496,4496,1,4496,4496,2
4497,4497,1,4497,4497,8
4530,4530,1,4530,4530,4.1
4535,4535,1,4535,4535,10.2
4537,4537,1,4537,4537,10
4538,4538,1,4538,4538,10
4539,4539,1,4539,4539,10
4541,4541,1,4541,4541,10
4543,4543,1,4543,4543,10.2
4544,4544,1,4544,4544,10
4547,4547,1,4547,4547,10.3
4548,4548,1,4548,4548,5.1
4549,4549,1,4549,4549,10
4551,4551,1,4551,4551,10
4553,4553,1,4553,4553,10.2
4554,4554,1,4554,4554,10
4555,4555,1,4555,4555,10.2
4556,4556,1,4556,4556,10.2
4558,4558,1,4558,4558,10
4562,4562,1,4562,4562,5
4563,4563,1,4563,4563,10.3
4564,4564,1,4564,4564,10
4565,4565,2,4562,4562,5
4568,4568,1,4568,4568,10
4570,4570,1,4570,4570,10
4571,4571,1,4571,4571,10
4572,4572,1,4572,4572,10.2
4573,4573,1,4573,4573,10
4574,4574,1,4574,4574,10.3
4575,4575,2,4538,4538,10
4576,4576,1,4576,4576,10
4578,4578,1,4578,4578,5
4579,4579,1,4579,4579,5.1
4605,4605,1,4605,4605,8.1
4606,4606,1,4606,4606,10
4607,4607,1,4607,4607,10.3
4609,4609,1,4609,4609,7
4611,4611,1,4611,4611,10
4612,4612,1,4612,4612,10
4613,4613,1,4613,4613,10.3
4614,4614,1,4614,4614,8
4616,4616,1,4616,4616,10.1
4617,4617,1,4617,4617,10.1
4619,4619,1,4619,4619,7
4622,4622,1,4622,4622,10.3
4623,4623,1,4623,4623,10
4624,4624,1,4624,4624,10.3
4625,4625,1,4625,4625,10
4626,4626,1,4626,4626,10
4627,4627,1,4627,4627,10
4628,4628,1,4628,4628,10.3
4630,4630,1,4630,4630,10
4631,4631,1,4631,4631,10
4634,4634,1,4634,4634,8
4635,4635,1,4635,4635,10
4637,4637,2,4668,4668,10.3
4640,4640,1,4640,4640,8
4642,4642,1,4642,4642,10.1
4643,4643,1,4643,4643,10
4645,4645,1,4645,4645,10
4646,4646,1,4646,4646,10
4648,4648,1,4648,4648,10
4649,4649,1,4649,4649,10
4650,4650,1,4650,4650,10
4652,4652,1,4652,4652,10
4653,4653,1,4653,4653,10
4654,4654,1,4654,4654,10
4655,4655,1,4655,4655,10
4657,4657,1,4657,4657,10.3
4658,4658,1,4658,4658,10.3
4660,4660,1,4660,4660,10.3
4662,4662,2,4609,4609,7
4664,4664,1,4664,4664,8
4666,4666,1,4666,4666,10.3
4667,4667,1,4667,4667,8
4668,4668,1,4668,4668,10.3
4669,4669,1,4669,4669,10.3
4671,4671,1,4671,4671,8
4672,4672,2,4609,4609,7
4673,4673,1,4673,4673,10.1
4674,4674,1,4674,4674,10
4675,4675,2,4609,4609,7
4676,4676,1,4676,4676,10.1
4677,4677,1,4677,4677,8
4679,4679,1,4679,4679,10
4680,4680,1,4680,4680,10.3
4681,4681,1,4681,4681,10
4683,4683,1,4683,4683,10
4684,4684,1,4684,4684,8
4685,4685,1,4685,4685,10
4686,4686,2,4654,4654,10
4691,4691,1,4691,4691,10
4693,4693,1,4693,4693,10.3
4694,4694,1,4694,4694,10.3
4730,4730,1,4730,4730,7
4732,4732,1,4732,4732,8
4733,4733,1,4733,4733,8
4734,4734,1,4734,4734,8
4735,4735,1,4735,4735,8
4736,4736,1,4736,4736,7
4737,4737,1,4737,4737,10
4738,4738,2,4786,4786,8
4739,4739,1,4739,4739,10
4740,4740,1,4740,4740,10.3
4741,4741,1,4741,4741,10
4742,4742,1,4742,4742,10.3
4743,4743,1,4743,4743,10
4744,4744,2,4743,4743,10
4745,4745,1,4745,4745,10
4746,4746,1,4746,4746,10.3
4747,4747,1,4747,4747,10.3
4750,4750,1,4750,4750,8
4751,4751,1,4751,4751,9
4756,4756,1,4756,4756,10
4757,4757,1,4757,4757,8
4758,4758,1,4758,4758,8
4760,4760,1,4760,4760,8
4761,4761,1,4761,4761,8
4762,4762,1,4762,4762,9
4763,4763,1,4763,4763,8
4764,4764,1,4764,4764,8
4765,4765,1,4765,4765,10.3
4766,4766,1,4766,4766,8
4768,4768,1,4768,4768,8
4769,4769,1,4769,4769,7
4772,4772,1,4772,4772,10
4773,4773,1,4773,4773,10
4774,4774,1,4774,4774,10
4775,4775,2,4732,4732,8
4776,4776,1,4776,4776,10.3
4777,4777,1,4777,4777,10.3
4779,4779,1,4779,4779,9
4780,4780,1,4780,4780,10.3
4781,4781,1,4781,4781,10
4783,4783,1,4783,4783,9
4785,4785,1,4785,4785,10.3
4786,4786,1,4786,4786,8
4787,4787,1,4787,4787,8
4841,4841,1,4841,4841,7
4843,4843,1,4843,4843,7
4847,4847,1,4847,4847,10.3
4848,4848,1,4848,4848,10.3
4849,4849,1,4849,4849,10.3
4850,4850,2,4849,4849,10.3
4851,4851,1,4851,4851,10
4852,4852,1,4852,4852,10
4853,4853,1,4853,4853,10
4854,4854,1,4854,4854,10.3
4855,4855,2,4858,4858,10.3
4856,4856,1,4856,4856,10.3
4858,4858,1,4858,4858,10.3
4859,4859,1,4859,4859,10
4860,4860,1,4860,4860,10
4861,4861,1,4861,4861,10.3
4862,4862,1,4862,4862,10.3
4863,4863,1,4863,4863,10
4864,4864,1,4864,4864,10.3
4865,4865,2,4856,4856,10.3
4901,4901,1,4901,4901,4
4910,4910,1,4910,4910,5
4911,4911,1,4911,4911,10.2
4912,4912,1,4912,4912,10.3
4915,4915,1,4915,4915,7
4917,4917,1,4917,4917,5
4918,4918,2,4917,4917,5
4920,4920,1,4920,4920,10.3
4921,4921,1,4921,4921,3
4922,4922,1,4922,4922,6
4923,4923,1,4923,4923,10
4924,4924,1,4924,4924,6
4925,4925,1,4925,4925,10
4927,4927,1,4927,4927,5
4928,4928,1,4928,4928,3
4929,4929,1,4929,4929,3
4930,4930,1,4930,4930,10.1
4932,4932,1,4932,4932,2
4933,4933,2,4953,4953,10.1
4935,4935,2,4989,4989,5
4936,4936,1,4936,4936,10
4937,4937,1,4937,4937,4
4938,4938,1,4938,4938,7.2
4939,4939,1,4939,4939,2
4940,4940,2,4938,4938,7.2
4941,4941,1,4941,4941,10.3
4942,4942,1,4942,4942,10.3
4943,4943,1,4943,4943,6
4944,4944,2,4937,4937,4
4945,4945,1,4945,4945,10
4947,4947,1,4947,4947,10
4949,4949,1,4949,4949,10.3
4950,4950,1,4950,4950,10.3
4951,4951,1,4951,4951,3
4952,4952,1,4952,4952,10.3
4953,4953,1,4953,4953,10.1
4954,4954,2,4961,4961,6
4955,4955,1,4955,4955,10.2
4956,4956,1,4956,4956,10.3
4957,4957,1,4957,4957,5
4958,4958,1,4958,4958,6
4961,4961,1,4961,4961,6
4962,4962,2,4989,4989,5
4963,4963,1,4963,4963,4
4965,4965,1,4965,4965,3
4966,4966,1,4966,4966,10
4967,4967,1,4967,4967,7.1
4969,4969,1,4969,4969,2
4970,4970,1,4970,4970,10
4971,4971,1,4971,4971,10
4972,4972,2,4981,4981,2
4973,4973,1,4973,4973,10.3
4974,4974,1,4974,4974,2
4975,4975,2,4937,4937,4
4976,4976,1,4976,4976,7.2
4978,4978,1,4978,4978,5
4979,4979,1,4979,4979,10.3
4981,4981,1,4981,4981,2
4982,4982,1,4982,4982,10
4983,4983,1,4983,4983,10.3
4984,4984,1,4984,4984,10.3
4985,4985,1,4985,4985,10
4986,4986,1,4986,4986,6
4987,4987,1,4987,4987,6
4988,4988,1,4988,4988,6
4989,4989,1,4989,4989,5
4992,4992,2,4938,4938,7.2
5001,5001,1,5001,5001,4
5009,5009,2,5001,5001,4
5030,5030,2,5089,5089,7.2
5031,5031,2,5091,5091,10
5032,5032,1,5032,5032,10
5033,5033,1,5033,5033,10.2
5034,5034,1,5034,5034,10
5035,5035,1,5035,5035,10
5036,5036,1,5036,5036,10
5037,5037,1,5037,5037,10
5038,5038,1,5038,5038,10.2
5039,5039,1,5039,5039,10.2
5040,5040,1,5040,5040,10.2
5041,5041,1,5041,5041,10.2
5042,5042,1,5042,5042,10.3
5043,5043,1,5043,5043,5
5045,5045,1,5045,5045,10.2
5046,5046,1,5046,5046,10.3
5047,5047,2,5001,5001,4
5048,5048,1,5048,5048,5
5049,5049,2,5048,5048,5
5051,5051,1,5051,5051,10
5052,5052,1,5052,5052,5
5053,5053,1,5053,5053,10.2
5054,5054,2,5043,5043,5
