ZIPCODEN,ZIPCODEA,ZIPTYPE,RESZIPN,RESZIPA,RUCA30
41271,41271,1,41271,41271,10.3
41274,41274,1,41274,41274,10.3
41301,41301,1,41301,41301,3
41310,41310,2,41366,41366,8
41311,41311,1,41311,41311,10.1
41314,41314,1,41314,41314,10.2
41317,41317,1,41317,41317,10
41332,41332,1,41332,41332,2
41339,41339,1,41339,41339,8
41347,41347,2,41311,41311,10.1
41348,41348,1,41348,41348,10
41351,41351,1,41351,41351,8
41352,41352,1,41352,41352,10.1
41360,41360,1,41360,41360,3
41364,41364,1,41364,41364,8
41365,41365,1,41365,41365,3
41366,41366,1,41366,41366,8
41367,41367,1,41367,41367,8
41368,41368,2,41311,41311,10.1
41385,41385,1,41385,41385,8.2
41386,41386,1,41386,41386,8
41390,41390,1,41390,41390,8
41397,41397,1,41397,41397,10.1
41408,41408,2,41472,41472,10
41413,41413,2,41472,41472,10
41421,41421,1,41421,41421,10
41425,41425,1,41425,41425,10
41426,41426,2,41465,41465,10.3
41451,41451,2,41472,41472,10
41464,41464,1,41464,41464,10
41465,41465,1,41465,41465,10.3
41472,41472,1,41472,41472,10
41477,41477,2,41472,41472,10
41501,41501,1,41501,41501,8
41502,41502,2,41501,41501,8
41503,41503,1,41503,41503,10.3
41512,41512,1,41512,41512,10
41513,41513,1,41513,41513,10
41514,41514,1,41514,41514,10.3
41517,41517,2,41537,41537,5
41519,41519,1,41519,41519,8
41520,41520,2,41537,41537,5
41522,41522,1,41522,41522,10
41524,41524,1,41524,41524,9
41526,41526,2,41501,41501,8
41527,41527,1,41527,41527,10.3
41528,41528,1,41528,41528,10
41531,41531,1,41531,41531,10.3
41534,41534,2,41522,41522,10
41535,41535,1,41535,41535,10.3
41537,41537,1,41537,41537,5
41538,41538,2,41501,41501,8
41539,41539,1,41539,41539,8
41540,41540,1,41540,41540,9
41542,41542,2,41522,41522,10
41543,41543,1,41543,41543,10.3
41544,41544,1,41544,41544,10
41547,41547,1,41547,41547,10
41548,41548,1,41548,41548,9
41549,41549,2,41537,41537,5
41553,41553,1,41553,41553,10
41554,41554,1,41554,41554,9
41555,41555,1,41555,41555,10.3
41557,41557,1,41557,41557,8
41558,41558,1,41558,41558,10
41559,41559,1,41559,41559,8
41560,41560,1,41560,41560,8
41561,41561,2,41522,41522,10
41562,41562,1,41562,41562,8
41563,41563,1,41563,41563,10
41564,41564,1,41564,41564,8
41566,41566,1,41566,41566,9
41567,41567,1,41567,41567,10.3
41568,41568,1,41568,41568,10
41571,41571,1,41571,41571,8
41572,41572,1,41572,41572,10.3
41601,41601,1,41601,41601,8
41602,41602,1,41602,41602,7
41603,41603,1,41603,41603,8.1
41604,41604,1,41604,41604,10.3
41605,41605,1,41605,41605,8.1
41606,41606,1,41606,41606,10.3
41607,41607,1,41607,41607,7
41612,41612,1,41612,41612,10.3
41615,41615,1,41615,41615,8.1
41616,41616,1,41616,41616,10
41619,41619,2,41631,41631,10
41621,41621,1,41621,41621,7
41622,41622,1,41622,41622,8
41630,41630,1,41630,41630,8
41631,41631,1,41631,41631,10
41632,41632,1,41632,41632,10
41635,41635,1,41635,41635,8
41636,41636,1,41636,41636,10
41640,41640,1,41640,41640,8
41642,41642,1,41642,41642,8.1
41643,41643,1,41643,41643,8
41645,41645,1,41645,41645,8
41647,41647,1,41647,41647,10
41649,41649,1,41649,41649,8
41650,41650,1,41650,41650,10.3
41651,41651,2,41631,41631,10
41653,41653,1,41653,41653,7
41655,41655,1,41655,41655,8
41659,41659,2,41642,41642,8.1
41660,41660,1,41660,41660,8
41663,41663,2,41642,41642,8.1
41666,41666,1,41666,41666,8
41667,41667,1,41667,41667,10.3
41669,41669,1,41669,41669,10.3
41701,41701,1,41701,41701,7
41702,41702,2,41701,41701,7
41712,41712,1,41712,41712,8
41713,41713,2,41701,41701,7
41714,41714,1,41714,41714,10
41719,41719,1,41719,41719,7
41721,41721,1,41721,41721,8
41722,41722,1,41722,41722,10.3
41723,41723,1,41723,41723,7
41725,41725,1,41725,41725,10
41727,41727,1,41727,41727,8
41729,41729,1,41729,41729,7
41731,41731,1,41731,41731,8
41735,41735,1,41735,41735,8
41736,41736,1,41736,41736,8
41739,41739,2,41722,41722,10.3
41740,41740,1,41740,41740,10
41743,41743,2,41740,41740,10
41745,41745,1,41745,41745,8
41746,41746,1,41746,41746,8
41749,41749,1,41749,41749,10
41751,41751,1,41751,41751,7
41754,41754,1,41754,41754,8
41759,41759,1,41759,41759,10.3
41760,41760,1,41760,41760,8
41762,41762,2,41749,41749,10
41763,41763,1,41763,41763,8
41764,41764,1,41764,41764,10
41766,41766,1,41766,41766,10
41772,41772,1,41772,41772,10
41773,41773,1,41773,41773,8
41774,41774,1,41774,41774,2
41775,41775,1,41775,41775,10
41776,41776,1,41776,41776,10
41777,41777,1,41777,41777,10
41778,41778,2,41723,41723,7
41804,41804,1,41804,41804,10
41810,41810,2,41840,41840,10
41812,41812,1,41812,41812,10
41815,41815,1,41815,41815,10
41817,41817,1,41817,41817,10.1
41819,41819,1,41819,41819,10
41821,41821,1,41821,41821,10
41822,41822,1,41822,41822,10.1
41824,41824,1,41824,41824,10
41825,41825,1,41825,41825,10
41826,41826,1,41826,41826,10
41828,41828,1,41828,41828,10
41831,41831,1,41831,41831,10.1
41832,41832,1,41832,41832,10
41833,41833,1,41833,41833,10
41834,41834,1,41834,41834,10.3
41835,41835,1,41835,41835,10
41836,41836,1,41836,41836,10.3
41837,41837,1,41837,41837,10
41838,41838,1,41838,41838,10
41839,41839,1,41839,41839,10
41840,41840,1,41840,41840,10
41843,41843,1,41843,41843,10.3
41844,41844,1,41844,41844,10.1
41845,41845,1,41845,41845,10
41847,41847,1,41847,41847,10.3
41848,41848,1,41848,41848,10
41849,41849,2,41840,41840,10
41855,41855,1,41855,41855,10
41858,41858,1,41858,41858,10
41859,41859,1,41859,41859,10
41861,41861,1,41861,41861,10
41862,41862,1,41862,41862,10
42001,42001,1,42001,42001,4
42002,42002,2,42003,42003,4
42003,42003,1,42003,42003,4
42020,42020,1,42020,42020,5
42021,42021,1,42021,42021,5
42022,42022,2,42053,42053,5
42023,42023,1,42023,42023,5
42024,42024,1,42024,42024,5
42025,42025,1,42025,42025,9
42027,42027,1,42027,42027,5
42028,42028,1,42028,42028,5
42029,42029,1,42029,42029,10.2
42031,42031,1,42031,42031,10.2
42032,42032,1,42032,42032,10.2
42033,42033,2,42064,42064,7.2
42035,42035,1,42035,42035,5
42036,42036,1,42036,42036,5
42038,42038,1,42038,42038,10.3
42039,42039,1,42039,42039,5
42040,42040,1,42040,42040,5
42041,42041,1,42041,42041,7.2
42044,42044,1,42044,42044,10
42045,42045,1,42045,42045,5
42047,42047,1,42047,42047,5
42048,42048,1,42048,42048,9
42049,42049,1,42049,42049,5
42050,42050,1,42050,42050,10.2
42051,42051,1,42051,42051,5
42053,42053,1,42053,42053,5
42054,42054,1,42054,42054,5
42055,42055,1,42055,42055,10.3
42056,42056,1,42056,42056,5
42058,42058,1,42058,42058,5
42060,42060,2,42053,42053,5
42061,42061,2,42069,42069,5
42063,42063,2,42079,42079,5
42064,42064,1,42064,42064,7.2
42066,42066,1,42066,42066,4
42069,42069,1,42069,42069,5
42070,42070,2,42021,42021,5
42071,42071,1,42071,42071,4
42076,42076,1,42076,42076,5
42078,42078,1,42078,42078,5
42079,42079,1,42079,42079,5
42081,42081,1,42081,42081,5
42082,42082,1,42082,42082,5
42083,42083,1,42083,42083,5
42085,42085,1,42085,42085,5
42086,42086,1,42086,42086,5
42087,42087,1,42087,42087,5
42088,42088,1,42088,42088,5
42101,42101,1,42101,42101,1
42102,42102,2,42103,42103,1
42103,42103,1,42103,42103,1
42104,42104,1,42104,42104,1
42120,42120,1,42120,42120,9
42122,42122,1,42122,42122,2
42123,42123,1,42123,42123,5
42124,42124,1,42124,42124,5
42127,42127,1,42127,42127,7.2
42128,42128,2,42122,42122,2
42129,42129,1,42129,42129,10.2
42130,42130,1,42130,42130,5
42131,42131,1,42131,42131,5
42133,42133,1,42133,42133,10.2
42134,42134,1,42134,42134,7.1
42135,42135,2,42134,42134,7.1
42140,42140,1,42140,42140,10.2
42141,42141,1,42141,42141,4
42142,42142,2,42141,42141,4
42151,42151,1,42151,42151,10
42152,42152,2,42141,42141,4
42153,42153,1,42153,42153,8
42154,42154,1,42154,42154,5
42156,42156,1,42156,42156,5
42157,42157,1,42157,42157,5
42159,42159,1,42159,42159,2
42160,42160,1,42160,42160,5.1
42163,42163,1,42163,42163,2
42164,42164,1,42164,42164,7.1
42166,42166,1,42166,42166,5
42167,42167,1,42167,42167,10
42170,42170,1,42170,42170,1
42171,42171,1,42171,42171,2
42201,42201,2,42261,42261,2
42202,42202,1,42202,42202,10.2
42204,42204,1,42204,42204,2
42206,42206,1,42206,42206,2
42207,42207,1,42207,42207,2
42210,42210,1,42210,42210,2
42211,42211,1,42211,42211,7.2
42214,42214,1,42214,42214,5
42215,42215,1,42215,42215,5
42216,42216,2,42220,42220,5
42217,42217,1,42217,42217,5
42219,42219,2,42261,42261,2
42220,42220,1,42220,42220,5
42221,42221,2,42240,42240,4.1
42223,42223,1,42223,42223,1
42232,42232,1,42232,42232,5
42234,42234,1,42234,42234,2
42236,42236,1,42236,42236,5.1
42240,42240,1,42240,42240,4.1
42241,42241,2,42240,42240,4.1
42252,42252,1,42252,42252,2
42254,42254,1,42254,42254,5.1
42256,42256,1,42256,42256,10.3
42259,42259,1,42259,42259,3
42261,42261,1,42261,42261,2
42262,42262,1,42262,42262,1
42265,42265,1,42265,42265,7.1
42266,42266,1,42266,42266,5
42273,42273,1,42273,42273,2
42274,42274,1,42274,42274,2
42275,42275,1,42275,42275,2
42276,42276,1,42276,42276,7.1
42280,42280,1,42280,42280,6
42285,42285,1,42285,42285,2
42286,42286,1,42286,42286,5.1
42288,42288,2,42261,42261,2
42301,42301,1,42301,42301,1
42302,42302,2,42303,42303,1
42303,42303,1,42303,42303,1
42304,42304,2,42301,42301,1
42320,42320,1,42320,42320,7.1
42321,42321,1,42321,42321,3
42322,42322,2,42327,42327,2
42323,42323,1,42323,42323,3
42324,42324,1,42324,42324,8.2
42325,42325,1,42325,42325,5
42326,42326,1,42326,42326,3
42327,42327,1,42327,42327,2
42328,42328,1,42328,42328,10.1
42330,42330,1,42330,42330,7.2
42332,42332,2,42330,42330,7.2
42333,42333,1,42333,42333,7.1
42334,42334,2,42301,42301,1
42337,42337,1,42337,42337,3
42338,42338,1,42338,42338,7.1
42339,42339,1,42339,42339,8.2
42343,42343,1,42343,42343,2
42344,42344,1,42344,42344,8
42345,42345,1,42345,42345,7.2
42347,42347,1,42347,42347,7.1
42348,42348,1,42348,42348,7
42349,42349,1,42349,42349,2
42350,42350,1,42350,42350,5.1
42351,42351,1,42351,42351,2
42352,42352,1,42352,42352,2
42354,42354,1,42354,42354,8.1
42355,42355,1,42355,42355,2
42356,42356,2,42301,42301,1
42361,42361,1,42361,42361,7.2
42364,42364,2,42348,42348,7
42366,42366,1,42366,42366,2
42367,42367,1,42367,42367,8
42368,42368,1,42368,42368,2
42369,42369,1,42369,42369,8.1
42370,42370,2,42378,42378,2
42371,42371,1,42371,42371,5.1
42372,42372,1,42372,42372,5.1
42374,42374,2,42330,42330,7.2
42376,42376,1,42376,42376,2
42377,42377,2,42301,42301,1
42378,42378,1,42378,42378,2
42402,42402,2,42420,42420,1
42404,42404,1,42404,42404,5
42406,42406,1,42406,42406,2
42408,42408,1,42408,42408,10.2
42409,42409,1,42409,42409,3
42410,42410,1,42410,42410,4
42411,42411,1,42411,42411,8.2
42413,42413,1,42413,42413,5
42419,42419,2,42420,42420,1
42420,42420,1,42420,42420,1
42431,42431,1,42431,42431,4
42436,42436,1,42436,42436,5
42437,42437,1,42437,42437,7.1
42440,42440,2,42431,42431,4
42441,42441,1,42441,42441,5
42442,42442,1,42442,42442,5
42444,42444,2,42455,42455,3
42445,42445,1,42445,42445,7.2
42450,42450,1,42450,42450,6
42451,42451,1,42451,42451,1
42452,42452,1,42452,42452,2
42453,42453,1,42453,42453,5
42455,42455,1,42455,42455,3
42456,42456,1,42456,42456,3
42457,42457,2,42462,42462,7.1
42458,42458,1,42458,42458,2
42459,42459,1,42459,42459,10.3
42460,42460,2,42459,42459,10.3
42461,42461,1,42461,42461,9
42462,42462,1,42462,42462,7.1
42463,42463,2,42404,42404,5
42464,42464,1,42464,42464,5
42501,42501,1,42501,42501,4
42502,42502,2,42501,42501,4
42503,42503,1,42503,42503,4
42516,42516,1,42516,42516,5.1
42518,42518,1,42518,42518,4
42519,42519,1,42519,42519,5.1
42528,42528,1,42528,42528,10
42533,42533,1,42533,42533,4
42539,42539,1,42539,42539,10.2
42541,42541,1,42541,42541,5.1
42544,42544,1,42544,42544,5
42553,42553,1,42553,42553,5
42558,42558,2,42519,42519,5.1
42564,42564,2,42501,42501,4
42565,42565,1,42565,42565,10
42566,42566,1,42566,42566,5.1
42567,42567,1,42567,42567,5
42602,42602,1,42602,42602,10
42603,42603,1,42603,42603,8
42629,42629,1,42629,42629,10
42631,42631,2,42653,42653,10.2
42633,42633,1,42633,42633,7
42634,42634,1,42634,42634,3
42635,42635,1,42635,42635,5
42638,42638,1,42638,42638,10.2
42642,42642,1,42642,42642,10.3
42647,42647,1,42647,42647,10.2
42649,42649,1,42649,42649,5
42653,42653,1,42653,42653,10.2
42701,42701,1,42701,42701,1
42702,42702,2,42701,42701,1
42712,42712,1,42712,42712,8
42713,42713,1,42713,42713,10
42715,42715,1,42715,42715,8
42716,42716,1,42716,42716,2
42717,42717,1,42717,42717,10
42718,42718,1,42718,42718,4
42719,42719,2,42718,42718,4
42720,42720,2,42728,42728,7
42721,42721,1,42721,42721,8
42722,42722,1,42722,42722,9
42724,42724,1,42724,42724,2
42726,42726,1,42726,42726,8.1
42728,42728,1,42728,42728,7
42729,42729,1,42729,42729,10.3
42731,42731,2,42717,42717,10
42732,42732,1,42732,42732,2
42733,42733,1,42733,42733,4
42740,42740,1,42740,42740,2
42741,42741,1,42741,42741,8
42742,42742,1,42742,42742,8
42743,42743,1,42743,42743,5
42746,42746,1,42746,42746,9
42748,42748,1,42748,42748,7.1
42749,42749,1,42749,42749,7.2
42753,42753,1,42753,42753,8.2
42754,42754,1,42754,42754,7
42755,42755,2,42754,42754,7
42757,42757,1,42757,42757,3
42758,42758,2,42718,42718,4
42759,42759,2,42717,42717,10
42762,42762,1,42762,42762,7
42764,42764,1,42764,42764,2
42765,42765,1,42765,42765,10.3
42776,42776,1,42776,42776,2
42782,42782,1,42782,42782,5
42784,42784,1,42784,42784,2
42788,42788,1,42788,42788,2
43001,43001,1,43001,43001,2
43002,43002,1,43002,43002,1
43003,43003,1,43003,43003,2
43004,43004,1,43004,43004,1
43005,43005,2,43037,43037,5.1
43006,43006,1,43006,43006,9
43007,43007,2,43040,43040,2
43008,43008,1,43008,43008,1.1
43009,43009,1,43009,43009,6
43010,43010,2,43044,43044,3
43011,43011,1,43011,43011,2
43013,43013,1,43013,43013,2
43014,43014,1,43014,43014,5
43015,43015,1,43015,43015,1
43016,43016,1,43016,43016,1
43017,43017,1,43017,43017,1
43018,43018,2,43062,43062,1
43019,43019,1,43019,43019,10.2
43021,43021,1,43021,43021,1
43022,43022,1,43022,43022,4.1
43023,43023,1,43023,43023,1.1
43025,43025,1,43025,43025,1.1
43026,43026,1,43026,43026,1
43027,43027,2,43080,43080,2.1
43028,43028,1,43028,43028,5.1
43029,43029,1,43029,43029,2
43030,43030,2,43076,43076,2
43031,43031,1,43031,43031,2
43032,43032,2,43015,43015,1
43033,43033,2,43062,43062,1
43035,43035,1,43035,43035,1
43036,43036,2,43040,43040,2
43037,43037,1,43037,43037,5.1
43040,43040,1,43040,43040,2
43041,43041,2,43040,43040,2
43044,43044,1,43044,43044,3
43045,43045,1,43045,43045,2
43046,43046,1,43046,43046,1.1
43047,43047,2,43009,43009,6
43048,43048,2,43011,43011,2
43050,43050,1,43050,43050,4.1
43054,43054,1,43054,43054,1
43055,43055,1,43055,43055,1.1
43056,43056,1,43056,43056,1.1
43058,43058,2,43055,43055,1.1
43060,43060,1,43060,43060,6
43061,43061,1,43061,43061,2
43062,43062,1,43062,43062,1
43064,43064,1,43064,43064,2
43065,43065,1,43065,43065,1
43066,43066,1,43066,43066,2
43067,43067,1,43067,43067,3
43068,43068,1,43068,43068,1
43069,43069,2,43068,43068,1
43070,43070,2,43072,43072,10.1
43071,43071,1,43071,43071,2.1
43072,43072,1,43072,43072,10.1
43073,43073,2,43062,43062,1
43074,43074,1,43074,43074,1
43076,43076,1,43076,43076,2
43077,43077,2,43064,43064,2
43078,43078,1,43078,43078,4.1
43080,43080,1,43080,43080,2.1
43081,43081,1,43081,43081,1
43082,43082,1,43082,43082,1
43083,43083,2,43078,43078,4.1
43084,43084,1,43084,43084,6
43085,43085,1,43085,43085,1
43086,43086,2,43081,43081,1
43093,43093,2,43055,43055,1.1
43101,43101,2,43135,43135,3
43102,43102,1,43102,43102,2
43103,43103,1,43103,43103,2
43105,43105,1,43105,43105,2
43106,43106,1,43106,43106,3
43107,43107,1,43107,43107,5.1
43109,43109,2,43232,43232,1
43110,43110,1,43110,43110,1
43111,43111,2,45764,45764,7.2
43112,43112,1,43112,43112,2
43113,43113,1,43113,43113,4.1
43115,43115,1,43115,43115,5
43116,43116,1,43116,43116,1
43117,43117,2,43146,43146,2
43119,43119,1,43119,43119,1
43123,43123,1,43123,43123,1
43125,43125,1,43125,43125,1
43126,43126,2,43146,43146,2
43127,43127,2,43138,43138,7.1
43128,43128,1,43128,43128,10.2
43130,43130,1,43130,43130,4.1
43135,43135,1,43135,43135,3
43136,43136,1,43136,43136,1
43137,43137,1,43137,43137,1
43138,43138,1,43138,43138,7.1
43140,43140,1,43140,43140,4.1
43142,43142,2,43160,43160,4.1
43143,43143,1,43143,43143,2
43144,43144,2,45732,45732,5
43145,43145,1,43145,43145,2
43146,43146,1,43146,43146,2
43147,43147,1,43147,43147,1
43148,43148,1,43148,43148,2
43149,43149,1,43149,43149,9
43150,43150,1,43150,43150,5.1
43151,43151,2,43153,43153,5
43152,43152,1,43152,43152,6
43153,43153,1,43153,43153,5
43154,43154,1,43154,43154,2
43155,43155,1,43155,43155,5.1
43156,43156,2,43135,43135,3
43157,43157,2,43105,43105,2
43158,43158,2,43138,43138,7.1
43160,43160,1,43160,43160,4.1
43162,43162,1,43162,43162,2
43164,43164,1,43164,43164,2
43194,43194,2,43137,43137,1
43195,43195,2,43125,43125,1
43199,43199,2,43125,43125,1
43201,43201,1,43201,43201,1
43202,43202,1,43202,43202,1
43203,43203,1,43203,43203,1
43204,43204,1,43204,43204,1
43205,43205,1,43205,43205,1
43206,43206,1,43206,43206,1
43207,43207,1,43207,43207,1
43209,43209,1,43209,43209,1
43210,43210,1,43210,43210,1
43211,43211,1,43211,43211,1
43212,43212,1,43212,43212,1
43213,43213,1,43213,43213,1
43214,43214,1,43214,43214,1
43215,43215,1,43215,43215,1
43216,43216,2,43213,43213,1
43217,43217,1,43217,43217,1
43218,43218,2,43215,43215,1
43219,43219,1,43219,43219,1
43220,43220,1,43220,43220,1
43221,43221,1,43221,43221,1
43222,43222,1,43222,43222,1
43223,43223,1,43223,43223,1
43224,43224,1,43224,43224,1
43226,43226,2,43228,43228,1
43227,43227,1,43227,43227,1
43228,43228,1,43228,43228,1
43229,43229,1,43229,43229,1
43230,43230,1,43230,43230,1
43231,43231,1,43231,43231,1
43232,43232,1,43232,43232,1
43234,43234,2,43235,43235,1
43235,43235,1,43235,43235,1
43236,43236,2,43219,43219,1
43240,43240,1,43240,43240,1
43251,43251,2,43222,43222,1
43260,43260,2,43215,43215,1
43266,43266,2,43224,43224,1
43268,43268,2,43215,43215,1
43270,43270,2,43215,43215,1
43271,43271,2,43215,43215,1
43272,43272,2,43215,43215,1
43279,43279,2,43215,43215,1
43287,43287,2,43215,43215,1
43291,43291,2,43213,43213,1
43301,43301,2,43302,43302,4
43302,43302,1,43302,43302,4
43310,43310,1,43310,43310,6
43311,43311,1,43311,43311,4
43314,43314,1,43314,43314,5
43315,43315,1,43315,43315,2
43316,43316,1,43316,43316,5
43317,43317,2,43338,43338,7.1
43318,43318,1,43318,43318,10.2
43319,43319,1,43319,43319,10.2
43320,43320,1,43320,43320,7.1
43321,43321,1,43321,43321,2
43322,43322,2,43302,43302,4
43323,43323,1,43323,43323,9
43324,43324,1,43324,43324,6
43325,43325,2,44833,44833,4.1
43326,43326,1,43326,43326,7
43330,43330,2,43351,43351,7
43331,43331,1,43331,43331,7.2
43332,43332,1,43332,43332,5
43333,43333,1,43333,43333,10.2
43334,43334,1,43334,43334,2
43335,43335,1,43335,43335,5
43336,43336,2,43319,43319,10.2
43337,43337,1,43337,43337,4
43338,43338,1,43338,43338,7.1
43340,43340,1,43340,43340,9
43341,43341,1,43341,43341,5
43342,43342,1,43342,43342,5.1
43343,43343,1,43343,43343,10.2
43344,43344,1,43344,43344,6
43345,43345,1,43345,43345,9
43346,43346,1,43346,43346,3
43347,43347,1,43347,43347,6
43348,43348,1,43348,43348,7.2
43349,43349,2,44813,44813,2
43350,43350,2,43011,43011,2
43351,43351,1,43351,43351,7
43356,43356,1,43356,43356,5.1
43357,43357,1,43357,43357,6
43358,43358,1,43358,43358,6
43359,43359,1,43359,43359,9
43360,43360,1,43360,43360,10.2
43402,43402,1,43402,43402,4.1
43403,43403,1,43403,43403,4.1
43406,43406,1,43406,43406,5.1
43407,43407,1,43407,43407,5.1
43408,43408,2,43432,43432,2
43410,43410,1,43410,43410,7.2
43412,43412,1,43412,43412,2
43413,43413,1,43413,43413,6
43414,43414,2,43402,43402,4.1
43416,43416,1,43416,43416,2
43420,43420,1,43420,43420,4
43430,43430,1,43430,43430,2
43431,43431,1,43431,43431,10.2
43432,43432,1,43432,43432,2
43433,43433,2,43452,43452,4
43434,43434,2,43608,43608,1
43435,43435,1,43435,43435,5.1
43436,43436,1,43436,43436,10.1
43437,43437,2,43413,43413,6
43438,43438,1,43438,43438,4
43439,43439,2,43452,43452,4
43440,43440,1,43440,43440,4
43441,43441,2,43551,43551,1
43442,43442,1,43442,43442,5
43443,43443,1,43443,43443,2
43445,43445,1,43445,43445,1
43446,43446,2,43456,43456,10.1
43447,43447,1,43447,43447,1
43449,43449,1,43449,43449,10.3
43450,43450,1,43450,43450,2
43451,43451,1,43451,43451,4.1
43452,43452,1,43452,43452,4
43456,43456,1,43456,43456,10.1
43457,43457,1,43457,43457,5.1
43458,43458,2,43449,43449,10.3
43460,43460,1,43460,43460,1
43462,43462,1,43462,43462,5.1
43463,43463,2,43551,43551,1
43464,43464,1,43464,43464,9
43465,43465,1,43465,43465,1
43466,43466,1,43466,43466,5.1
43467,43467,2,43457,43457,5.1
43468,43468,2,43412,43412,2
43469,43469,1,43469,43469,2
43501,43501,1,43501,43501,10.3
43502,43502,1,43502,43502,7
43504,43504,1,43504,43504,2
43505,43505,2,43518,43518,9
43506,43506,1,43506,43506,7
43510,43510,2,43532,43532,3
43511,43511,1,43511,43511,5.1
43512,43512,1,43512,43512,4
43515,43515,1,43515,43515,2
43516,43516,1,43516,43516,10.3
43517,43517,1,43517,43517,10.3
43518,43518,1,43518,43518,9
43519,43519,2,43557,43557,8
43520,43520,2,43506,43506,7
43521,43521,1,43521,43521,9
43522,43522,1,43522,43522,2
43523,43523,2,43545,43545,7
43524,43524,1,43524,43524,10.3
43525,43525,1,43525,43525,1
43526,43526,1,43526,43526,7
43527,43527,1,43527,43527,8
43528,43528,1,43528,43528,1
43529,43529,2,43511,43511,5.1
43530,43530,2,43512,43512,4
43531,43531,2,43554,43554,10.3
43532,43532,1,43532,43532,3
43533,43533,1,43533,43533,3
43534,43534,1,43534,43534,9
43535,43535,1,43535,43535,9
43536,43536,1,43536,43536,5
43537,43537,1,43537,43537,1
43540,43540,1,43540,43540,2
43541,43541,1,43541,43541,5.1
43542,43542,1,43542,43542,1
43543,43543,1,43543,43543,9
43545,43545,1,43545,43545,7
43547,43547,2,43522,43522,2
43548,43548,1,43548,43548,8
43549,43549,1,43549,43549,9
43550,43550,2,43545,43545,7
43551,43551,1,43551,43551,1
43552,43552,2,43551,43551,1
43553,43553,2,43567,43567,7
43554,43554,1,43554,43554,10.3
43555,43555,2,43502,43502,7
43556,43556,1,43556,43556,5
43557,43557,1,43557,43557,8
43558,43558,1,43558,43558,2
43560,43560,1,43560,43560,1
43565,43565,2,43402,43402,4.1
43566,43566,1,43566,43566,1
43567,43567,1,43567,43567,7
43569,43569,1,43569,43569,5.1
43570,43570,1,43570,43570,9
43571,43571,1,43571,43571,1
43601,43601,2,43604,43604,1
43603,43603,2,43604,43604,1
43604,43604,1,43604,43604,1
43605,43605,1,43605,43605,1
43606,43606,1,43606,43606,1
43607,43607,1,43607,43607,1
43608,43608,1,43608,43608,1
43609,43609,1,43609,43609,1
43610,43610,1,43610,43610,1
43611,43611,1,43611,43611,1
43612,43612,1,43612,43612,1
43613,43613,1,43613,43613,1
43614,43614,1,43614,43614,1
43615,43615,1,43615,43615,1
43616,43616,1,43616,43616,1
43617,43617,1,43617,43617,1
43619,43619,1,43619,43619,1
43620,43620,1,43620,43620,1
43623,43623,1,43623,43623,1
43635,43635,2,43615,43615,1
43652,43652,2,43604,43604,1
43654,43654,2,43619,43619,1
43656,43656,2,43623,43623,1
43657,43657,2,43610,43610,1
43659,43659,2,43604,43604,1
43660,43660,2,43604,43604,1
43661,43661,2,43607,43607,1
43666,43666,2,43604,43604,1
43667,43667,2,43604,43604,1
43681,43681,2,43604,43604,1
43682,43682,2,43604,43604,1
43697,43697,2,43604,43604,1
43699,43699,2,43609,43609,1
43701,43701,1,43701,43701,4
43702,43702,2,43701,43701,4
43711,43711,2,43724,43724,7.2
43713,43713,1,43713,43713,7.1
43716,43716,1,43716,43716,10.1
43717,43717,2,43724,43724,7.2
43718,43718,1,43718,43718,2
43719,43719,1,43719,43719,2
43720,43720,1,43720,43720,5
43721,43721,2,43076,43076,2
43722,43722,2,43772,43772,5
43723,43723,1,43723,43723,4
43724,43724,1,43724,43724,7.2
43725,43725,1,43725,43725,4
43727,43727,1,43727,43727,5
43728,43728,1,43728,43728,10.2
43730,43730,1,43730,43730,9
43731,43731,1,43731,43731,5
43732,43732,1,43732,43732,5
43733,43733,2,43780,43780,5
43734,43734,1,43734,43734,5
43735,43735,2,43701,43701,4
43736,43736,2,43773,43773,5
43738,43738,2,43760,43760,3
43739,43739,1,43739,43739,3
43740,43740,2,43746,43746,5.1
43746,43746,1,43746,43746,5.1
43747,43747,1,43747,43747,10.1
43748,43748,1,43748,43748,6
43749,43749,1,43749,43749,5
43750,43750,2,43725,43725,4
43752,43752,2,43793,43793,10
43754,43754,1,43754,43754,10
43755,43755,1,43755,43755,5
43756,43756,1,43756,43756,7.2
43757,43757,2,43747,43747,10.1
43758,43758,1,43758,43758,6
43759,43759,2,43718,43718,2
43760,43760,1,43760,43760,3
43761,43761,2,43764,43764,7.2
43762,43762,1,43762,43762,5
43764,43764,1,43764,43764,7.2
43766,43766,1,43766,43766,6
43767,43767,1,43767,43767,5
43768,43768,2,43778,43778,5
43771,43771,1,43771,43771,5
43772,43772,1,43772,43772,5
43773,43773,1,43773,43773,5
43777,43777,1,43777,43777,5
43778,43778,1,43778,43778,5
43779,43779,1,43779,43779,5
43780,43780,1,43780,43780,5
43782,43782,1,43782,43782,6
43783,43783,1,43783,43783,3
43786,43786,2,43754,43754,10
43787,43787,1,43787,43787,10.2
43788,43788,1,43788,43788,5
43791,43791,2,43701,43701,4
43793,43793,1,43793,43793,10
43802,43802,1,43802,43802,5
43803,43803,2,43832,43832,7.2
43804,43804,1,43804,43804,10
43805,43805,2,43844,43844,6
43811,43811,1,43811,43811,5
